0.37085068,0.2296534,-0.041331876,-0.27016652
-0.07939224,0.076688625,0.061933775,0.3862518
0.24487408,0.32266432,-0.058891036,-0.24217013
0.022117142,0.14256941,-0.36818647,0.28272608
-0.20761484,-0.25878027,-0.24739434,0.37410966
-0.27820882,-0.47513244,0.36224824,0.34085274
-0.023578197,-0.33670077,-0.32271636,0.20032693
0.34663266,-0.45149335,-0.109380215,-0.38795167
0.4608178,-0.32415748,-0.04310287,0.36920327
0.5644099,0.27227545,-0.044942975,0.29048312
0.22484587,0.30215612,-0.42731863,-0.307523
-0.18719201,0.28786805,0.69999635,0.4521036
-0.02330784,-0.14387023,0.54475343,0.08259361
0.29558682,0.104536206,0.47340688,-0.40938148
-0.26468098,0.08383018,-0.4442709,-0.22470105
0.22068459,-0.66980773,0.49213275,0.086387195
0.028616574,-0.032262307,0.03475847,0.020333907
