0.006643472,-0.0034494435,0.036913317,0.15352908,-0.006892105,0.0422341,-0.1520097,0.26315317
-0.13478902,0.03544155,-0.050910734,-0.14177895,0.019389875,-0.032641627,0.11881367,-0.17395984
0.11736529,-0.051927194,0.055670317,-0.38585216,-0.01551022,-0.26263762,0.32286933,0.2327672
0.14551666,0.037140086,0.13286217,-0.000378893,-0.124220364,-0.3121698,0.21533455,0.070032425
0.36372802,0.006642997,0.09893562,-0.0928293,-0.008259265,-0.24970339,-0.043885842,-0.08826041
0.26967284,-0.028877737,-0.28257662,0.09585397,0.035218578,0.12630926,-0.0573327,0.03955721
0.06119616,-0.70366293,0.09073574,-0.015653905,0.21636404,0.24579097,-0.0038171895,0.027879072
0.04293877,-0.18556571,0.10949773,-0.093575366,-0.92569375,0.2641656,-0.26042295,0.13029169
-0.16311863,0.23849073,0.24114321,0.1417841,-0.023357032,-0.029025303,0.008092864,-0.14655764
-0.07251035,-0.01966246,0.020560477,0.0240824,0.048658237,0.010885956,-0.015199066,-0.0079095345
