0.27555615,0.56741387,0.2616501,-0.11642249
0.4347791,-0.530072,0.38691053,-0.10438657
-0.1395477,-0.6057784,0.59004694,0.14522353
-0.19970065,0.30457446,0.2857052,-0.19539846
-0.29285192,0.1590573,-0.17453061,0.27432084
-0.496555,-0.4309249,-0.110822864,-0.055059962
0.5676064,-0.62756234,-0.31884187,0.016786033
0.42900148,0.30786672,-0.2733098,0.12042511
-0.36842576,-0.24329454,0.4906145,0.22797844
-0.32307085,-0.040176045,-0.23857097,0.14906543
-0.22661072,-0.20989302,0.062010776,0.64722526
-0.41516122,-0.07077198,-0.2904962,-0.21039703
-0.2513558,0.46906888,0.19359097,-0.564751
0.08921887,0.13658082,-0.7866921,-0.20473404
0.3223731,0.104595564,0.41584823,0.10255738
-0.27735493,-0.23490328,0.37509036,-0.2894481
-0.058885254,-0.06310839,-0.007859109,0.075616725
